password,game
sense,"('yacka', 'ebbet', 'ezine', 'fluff', 'never', 'neese')"
serve,"('haith', 'ropey', 'emure', 'pling', 'reast', 'reive')"
serve,"('phpht', 'rifer', 'rouse', 'malwa', 'veney', 'reave')"
serve,"('kicky', 'vowed', 'ragee', 'humph', 'refel', 'reeve')"
silky,"('odour', 'ixtle', 'imply', 'coned', 'kibla', 'linky')"
silky,"('crwth', 'leese', 'lousy', 'vowed', 'kibla', 'linky')"
silky,"('phpht', 'kvass', 'lousy', 'emong', 'yield', 'linky')"
since,"('rummy', 'nooit', 'caese', 'magma', 'cided', 'niece')"
since,"('pokal', 'immew', 'chuse', 'lotta', 'niger', 'niece')"
since,"('jhala', 'coyer', 'nudie', 'forky', 'cimex', 'niece')"
siren,"('hudud', 'emery', 'elain', 'dobby', 'nitro', 'ripen')"
siren,"('loppy', 'ethne', 'ramin', 'bucku', 'eigne', 'riven')"
siren,"('alkyd', 'emerg', 'rubin', 'galvo', 'nitro', 'riven')"
slack,"('humph', 'cycad', 'croak', 'gwine', 'alist', 'aleck')"
slack,"('gyppy', 'ahull', 'croak', 'repeg', 'alist', 'aleck')"
slack,"('ungum', 'apply', 'croak', 'nixer', 'alist', 'aleck')"
slain,"('bubby', 'ament', 'ingan', 'mouth', 'ilial', 'aloin')"
slain,"('tutty', 'amble', 'ingan', 'yukky', 'iliad', 'aloin')"
slain,"('bumpy', 'ident', 'lohan', 'emmer', 'ilial', 'algin')"
slave,"('fubby', 'armer', 'anole', 'cwtch', 'aldea', 'alive')"
slave,"('bothy', 'axmen', 'verse', 'rhumb', 'aldea', 'alive')"
slave,"('buppy', 'ached', 'amole', 'drouk', 'alter', 'alive')"
smack,"('phpht', 'medal', 'croak', 'gynny', 'amiss', 'amuck')"
smack,"('ghyll', 'mense', 'croak', 'wound', 'amiss', 'amuck')"
smack,"('hyphy', 'coxal', 'creak', 'ruddy', 'amiss', 'amuck')"
smart,"('chuck', 'tense', 'rybat', 'gungy', 'amiss', 'amort')"
smart,"('gonif', 'thymy', 'muist', 'winze', 'amuse', 'amort')"
smart,"('jewel', 'thump', 'angst', 'cloud', 'amiss', 'amort')"
smear,"('vuggy', 'apart', 'mower', 'dilli', 'amass', 'embar')"
smear,"('fuffy', 'aldea', 'moper', 'cwtch', 'amiss', 'embar')"
smear,"('toffy', 'allel', 'aider', 'chuck', 'amass', 'embar')"
snail,"('truck', 'abyss', 'nodal', 'dopey', 'ingle', 'anvil')"
snail,"('grump', 'nobly', 'ilial', 'cwtch', 'anele', 'anvil')"
snail,"('purpy', 'icing', 'notal', 'peeve', 'inkle', 'anvil')"
snare,"('humph', 'ebony', 'aline', 'wilco', 'annex', 'antre')"
snare,"('bumpy', 'nowed', 'rhine', 'duchy', 'annex', 'antre')"
snare,"('boggy', 'eliad', 'amuse', 'footy', 'annex', 'antre')"
sober,"('kacha', 'blist', 'error', 'cluck', 'bousy', 'boner')"
sober,"('pipul', 'emerg', 'error', 'whyda', 'boost', 'boner')"
sober,"('jawan', 'rugby', 'error', 'cippi', 'boord', 'borer')"
solar,"('cwtch', 'apply', 'livor', 'buffe', 'louse', 'lobar')"
solar,"('ewked', 'agism', 'actor', 'given', 'loury', 'lobar')"
solar,"('hyphy', 'ovist', 'ardor', 'unify', 'rouse', 'lobar')"
solve,"('hyphy', 'vinew', 'verse', 'hazan', 'loued', 'loave')"
solve,"('crwth', 'liney', 'leese', 'witty', 'lomed', 'loave')"
solve,"('chuck', 'vibey', 'verse', 'faint', 'voted', 'loave')"
sower,"('duppy', 'embox', 'error', 'ainga', 'roost', 'woker')"
sower,"('cupid', 'enjoy', 'error', 'thunk', 'roast', 'woker')"
sower,"('pigmy', 'wahoo', 'error', 'bumph', 'roust', 'wooer')"
spade,"('thymy', 'prief', 'dulse', 'intil', 'apnea', 'apode')"
spade,"('cwtch', 'duded', 'pilae', 'molto', 'apnea', 'apode')"
spade,"('cwtch', 'dryer', 'pupae', 'cloth', 'apism', 'apode')"
stake,"('bundu', 'tipsy', 'temse', 'mudir', 'ethal', 'atoke')"
stake,"('pudic', 'eensy', 'thrae', 'frory', 'ethal', 'atoke')"
stake,"('yummy', 'annex', 'arise', 'floor', 'ethal', 'atoke')"
steal,"('wrick', 'lofty', 'angel', 'unrid', 'ettle', 'ethal')"
steal,"('jugum', 'lycee', 'towel', 'kokum', 'atilt', 'ethal')"
steal,"('wongi', 'tupek', 'allel', 'dykon', 'ettle', 'ethal')"
stein,"('buzzy', 'tousy', 'taken', 'qajaq', 'ither', 'ettin')"
stein,"('dowdy', 'icier', 'taken', 'pluff', 'ethne', 'ettin')"
stein,"('booby', 'igged', 'taken', 'plump', 'ither', 'ettin')"
sugar,"('oboli', 'antsy', 'gebur', 'tinct', 'guiro', 'gular')"
sugar,"('hymen', 'aviso', 'gebur', 'boded', 'gutsy', 'gular')"
sugar,"('kiddy', 'awarn', 'amour', 'phpht', 'guess', 'gular')"
surly,"('wootz', 'linux', 'leery', 'bonce', 'lubra', 'rumly')"
surly,"('boffo', 'linux', 'leary', 'phpht', 'lucre', 'rumly')"
surly,"('jinni', 'loord', 'rebuy', 'cwtch', 'lubra', 'rumly')"
tabby,"('hooch', 'bedad', 'aunty', 'gliff', 'basts', 'barby')"
tabby,"('flimp', 'yojan', 'byway', 'deeve', 'bahts', 'barby')"
tabby,"('hedge', 'busts', 'boxty', 'segol', 'balti', 'barby')"
table,"('cocos', 'eupad', 'amate', 'jinni', 'laver', 'bayle')"
table,"('sushi', 'acker', 'azote', 'oundy', 'laved', 'bayle')"
table,"('pinon', 'emmas', 'acute', 'shush', 'baker', 'bayle')"
taboo,"('hurry', 'occam', 'aweto', 'delfs', 'basti', 'baloo')"
taboo,"('yucch', 'oflag', 'bento', 'neddy', 'baits', 'bazoo')"
taboo,"('fuggy', 'araba', 'bento', 'snick', 'baits', 'baloo')"
tacky,"('hudud', 'amici', 'kelty', 'ileus', 'yarto', 'casky')"
tacky,"('pouff', 'amici', 'certy', 'voids', 'calyx', 'casky')"
tacky,"('lived', 'abaca', 'copay', 'jugum', 'yarta', 'casky')"
tally,"('bunch', 'agate', 'amity', 'vinew', 'yarto', 'laxly')"
tally,"('peeve', 'agita', 'lusty', 'croon', 'yarto', 'laxly')"
tally,"('sukuk', 'apayd', 'lefty', 'minim', 'yarto', 'laxly')"
tamer,"('xylyl', 'rhomb', 'eggar', 'oboli', 'mauri', 'maser')"
tamer,"('hyphy', 'rubai', 'molar', 'fools', 'eagre', 'maser')"
tamer,"('quiff', 'enemy', 'eggar', 'dying', 'macro', 'maser')"
tangy,"('fumer', 'yclad', 'goony', 'phizz', 'gasts', 'naggy')"
tangy,"('ibrik', 'gleam', 'gouty', 'sowff', 'yawns', 'naggy')"
tangy,"('rhumb', 'alone', 'nifty', 'heils', 'yawns', 'naggy')"
taper,"('buggy', 'eniac', 'polar', 'dungs', 'easts', 'pawer')"
taper,"('skyfs', 'pujah', 'polar', 'munis', 'padri', 'paver')"
taper,"('choux', 'aggry', 'pilar', 'woful', 'rasta', 'paver')"
tardy,"('clump', 'abore', 'rifty', 'wings', 'dawts', 'randy')"
tardy,"('civil', 'azure', 'awmry', 'gobbo', 'rafts', 'randy')"
tardy,"('neume', 'recto', 'rusty', 'cusks', 'raita', 'randy')"
taste,"('wonky', 'spied', 'abase', 'knock', 'sager', 'saute')"
taste,"('hyphy', 'soled', 'anise', 'knurr', 'saver', 'saute')"
taste,"('conch', 'amiss', 'abase', 'xylyl', 'sages', 'saute')"
teddy,"('glogg', 'daven', 'dicty', 'uhuru', 'yests', 'deedy')"
teddy,"('boong', 'easts', 'dicey', 'pluff', 'derth', 'deedy')"
teddy,"('ganof', 'dirts', 'dykey', 'minks', 'depth', 'deedy')"
tense,"('flump', 'soger', 'shite', 'logic', 'seats', 'neese')"
tense,"('cymol', 'edged', 'spite', 'jaffa', 'newer', 'neese')"
tense,"('flimp', 'scath', 'sowne', 'urubu', 'sesey', 'neese')"
tepee,"('figgy', 'plotz', 'enate', 'uhuru', 'pests', 'pewee')"
tepee,"('civic', 'plotz', 'prate', 'yukky', 'pents', 'pewee')"
tepee,"('noddy', 'pratt', 'evite', 'bucku', 'pelts', 'pewee')"
terse,"('colby', 'sists', 'skate', 'dally', 'sexts', 'reuse')"
terse,"('agama', 'soots', 'elite', 'hyphy', 'rewed', 'reuse')"
terse,"('yippy', 'soken', 'scare', 'donny', 'sewed', 'reuse')"
testy,"('kudzu', 'sorel', 'savey', 'mambo', 'yeesh', 'seity')"
testy,"('draff', 'slues', 'sooey', 'dinar', 'yeesh', 'seity')"
testy,"('agama', 'soree', 'skyey', 'bluff', 'yeesh', 'seity')"
thrum,"('flyby', 'hists', 'unarm', 'bines', 'mhorr', 'rheum')"
thrum,"('gyppy', 'hists', 'unarm', 'flype', 'rhomb', 'rheum')"
thrum,"('spiky', 'milty', 'unarm', 'conks', 'rhomb', 'rheum')"
tibia,"('crook', 'benty', 'basta', 'pluff', 'bimah', 'bivia')"
tibia,"('puker', 'inlay', 'basta', 'zocco', 'bimah', 'bivia')"
tibia,"('nooky', 'blear', 'basta', 'sculk', 'bimah', 'bivia')"
tiger,"('poppy', 'equid', 'glair', 'sonsy', 'rings', 'giver')"
tiger,"('chump', 'ronts', 'glair', 'phyla', 'ridgy', 'giver')"
tiger,"('dwaum', 'illth', 'eyrir', 'convo', 'rifts', 'giber')"
timer,"('hunks', 'molto', 'eyrir', 'dally', 'micra', 'mixer')"
timer,"('poohs', 'enemy', 'mudir', 'chaos', 'mikra', 'miler')"
timer,"('swags', 'every', 'mudir', 'ulnad', 'micro', 'miner')"
tipsy,"('cubed', 'slain', 'porty', 'would', 'sifts', 'pissy')"
tipsy,"('kudzu', 'scatt', 'slopy', 'haded', 'sieth', 'pissy')"
tipsy,"('aflaj', 'semis', 'soupy', 'noxal', 'sists', 'pissy')"
toddy,"('blimp', 'yente', 'duroy', 'hilum', 'doats', 'doody')"
toddy,"('zanja', 'defog', 'duroy', 'knave', 'doits', 'dowdy')"
toddy,"('chuck', 'yapon', 'deity', 'herms', 'dolts', 'dowdy')"
token,"('dummy', 'elite', 'ergon', 'divis', 'koans', 'kohen')"
token,"('muzzy', 'eland', 'ergon', 'civic', 'nooks', 'kohen')"
token,"('cliff', 'empty', 'ergon', 'daris', 'koans', 'kohen')"
tonal,"('juice', 'obols', 'aldol', 'gyppy', 'north', 'noxal')"
tonal,"('jembe', 'askos', 'nicol', 'vuggy', 'north', 'noxal')"
tonal,"('fuzzy', 'ahind', 'argol', 'exeem', 'loots', 'nopal')"
torch,"('walds', 'hypos', 'cheth', 'asked', 'houri', 'roach')"
torch,"('pippy', 'culty', 'rewth', 'eliad', 'coirs', 'roach')"
torch,"('undug', 'hists', 'rewth', 'biffs', 'hooty', 'roach')"
tower,"('buddy', 'wagon', 'ephor', 'civic', 'rosts', 'wooer')"
tower,"('jiggy', 'radon', 'ephor', 'fluff', 'rorts', 'woker')"
tower,"('nabla', 'emerg', 'error', 'skips', 'routh', 'wooer')"
trade,"('whoof', 'duked', 'rimae', 'xylyl', 'arpen', 'arede')"
trade,"('scums', 'akita', 'ronte', 'bongo', 'dryad', 'arede')"
trade,"('cippi', 'rohes', 'alure', 'micky', 'dryad', 'arede')"
trail,"('unwed', 'acold', 'regal', 'muons', 'aryls', 'armil')"
trail,"('boffo', 'apply', 'rumal', 'gowds', 'arets', 'argil')"
trail,"('gyppy', 'awork', 'rural', 'pomps', 'arets', 'armil')"
trash,"('gouge', 'rolag', 'synth', 'boofy', 'aruhe', 'arish')"
trash,"('clung', 'adyta', 'sokah', 'fizzy', 'arett', 'arish')"
trash,"('gynny', 'sluts', 'sooth', 'womby', 'arett', 'arish')"
tried,"('nymph', 'douts', 'izard', 'shyly', 'ervil', 'irked')"
tried,"('humpy', 'elsin', 'rorid', 'hyson', 'erbia', 'irked')"
tried,"('lunch', 'empty', 'izard', 'algal', 'erode', 'irked')"
trite,"('fluff', 'emery', 'rorie', 'wauls', 'irked', 'irate')"
trite,"('fubby', 'incel', 'rowie', 'fanum', 'irked', 'irate')"
trite,"('huffy', 'egers', 'relie', 'commo', 'irked', 'irate')"
tumor,"('bivvy', 'reame', 'odour', 'ancle', 'musth', 'mucor')"
tumor,"('hyphy', 'mixte', 'odour', 'desks', 'rusma', 'mucor')"
tumor,"('wheep', 'manul', 'odour', 'hakes', 'mufti', 'mucor')"
turbo,"('wases', 'bajri', 'recto', 'filmy', 'runty', 'rumbo')"
turbo,"('deids', 'bawty', 'bento', 'mikva', 'busti', 'rumbo')"
turbo,"('dawah', 'blitz', 'bento', 'genal', 'rusty', 'rumbo')"
urine,"('slyly', 'evert', 'regie', 'salts', 'erbia', 'irone')"
urine,"('pygmy', 'rabic', 'retie', 'polka', 'ervil', 'irone')"
urine,"('phpht', 'nazes', 'newie', 'mommy', 'ervil', 'irone')"
valet,"('figgy', 'enols', 'expat', 'forby', 'tauld', 'lacet')"
valet,"('nubby', 'aioli', 'expat', 'munch', 'easle', 'lacet')"
valet,"('krunk', 'apply', 'atilt', 'gobbo', 'lasts', 'lacet')"
valor,"('mummy', 'akela', 'oscar', 'phpht', 'laari', 'labor')"
valor,"('guimp', 'oshac', 'ottar', 'jeeze', 'rawly', 'labor')"
valor,"('chump', 'oxers', 'lidar', 'nitty', 'rawly', 'labor')"
vapor,"('exeem', 'ahuru', 'oscar', 'imshy', 'padri', 'payor')"
vapor,"('meuse', 'oumas', 'petar', 'setts', 'pagri', 'payor')"
vapor,"('ficin', 'ahuru', 'petar', 'guilt', 'rasps', 'payor')"
vegan,"('kutch', 'gowns', 'alien', 'twirl', 'gerne', 'geyan')"
vegan,"('humph', 'adzed', 'alien', 'sucks', 'aeons', 'geyan')"
vegan,"('jocko', 'glues', 'arpen', 'ordos', 'neigh', 'geyan')"
verse,"('jnana', 'roded', 'shive', 'gyppy', 'rebec', 'reuse')"
verse,"('oxbow', 'rated', 'sycee', 'gliff', 'remen', 'reuse')"
verse,"('kyack', 'shoes', 'spire', 'aalii', 'semes', 'reuse')"
verve,"('cotts', 'ebbed', 'emure', 'gliff', 'renew', 'reave')"
verve,"('sloot', 'rifer', 'enure', 'gyppy', 'reked', 'reave')"
verve,"('hubby', 'roked', 'ragee', 'bunas', 'reses', 'reive')"
vicar,"('tuktu', 'afara', 'choir', 'pound', 'aiery', 'cimar')"
vicar,"('fluff', 'axoid', 'astir', 'nymph', 'rieve', 'cigar')"
vicar,"('gyppy', 'cutis', 'choir', 'deeds', 'rieve', 'cimar')"
viper,"('butts', 'eloin', 'eyrir', 'stoma', 'picra', 'piker')"
viper,"('jomon', 'ralph', 'eyrir', 'butut', 'risps', 'piker')"
viper,"('llama', 'ethic', 'eyrir', 'ungod', 'risps', 'piker')"
viral,"('sekos', 'antic', 'aumil', 'sowed', 'libri', 'riyal')"
viral,"('conch', 'affix', 'aumil', 'bongo', 'lieve', 'riyal')"
viral,"('thoft', 'acais', 'aumil', 'stunk', 'lieve', 'riyal')"
virus,"('glyph', 'sword', 'reais', 'deoxy', 'rieve', 'rimus')"
virus,"('ghyll', 'intro', 'rabis', 'flack', 'sieve', 'rimus')"
virus,"('gynny', 'sword', 'users', 'phpht', 'silva', 'rimus')"
vital,"('jupon', 'akela', 'armil', 'hexer', 'lists', 'tical')"
vital,"('funky', 'abele', 'armil', 'comby', 'aioli', 'tical')"
vital,"('nooky', 'argle', 'aumil', 'chocs', 'lists', 'tidal')"
vocal,"('kythe', 'arson', 'cibol', 'piets', 'could', 'cowal')"
vocal,"('jugum', 'oddly', 'cibol', 'theft', 'cowls', 'coral')"
vocal,"('setts', 'argon', 'cibol', 'whump', 'coyly', 'coxal')"
voter,"('cabby', 'third', 'error', 'flung', 'roots', 'toper')"
voter,"('junky', 'razoo', 'trior', 'jibbs', 'rosts', 'toper')"
voter,"('canid', 'embox', 'ephor', 'bungs', 'tours', 'toyer')"
wacky,"('mongo', 'curat', 'chewy', 'bifid', 'calyx', 'casky')"
wacky,"('muted', 'abaci', 'copay', 'flies', 'calyx', 'casky')"
wacky,"('bifid', 'kulak', 'chewy', 'dodos', 'yarco', 'casky')"
wafer,"('muzzy', 'alifs', 'eggar', 'knock', 'fatwa', 'farer')"
wafer,"('hokku', 'egers', 'embar', 'duply', 'fairy', 'fader')"
wafer,"('holon', 'emure', 'eskar', 'quipu', 'fairy', 'fader')"
wager,"('ictic', 'essay', 'gobar', 'pluff', 'ranga', 'gazer')"
wager,"('build', 'amowt', 'eskar', 'fluky', 'rangy', 'gazer')"
wager,"('cippi', 'every', 'embar', 'hollo', 'gaurs', 'gater')"
wagon,"('fyrds', 'amene', 'align', 'cited', 'gaunt', 'gazon')"
wagon,"('mussy', 'aband', 'glean', 'phpht', 'garni', 'gazon')"
wagon,"('hyphy', 'adunc', 'glean', 'murry', 'gains', 'gazon')"
warty,"('kudzu', 'roman', 'aiery', 'sidhe', 'tahrs', 'ratty')"
warty,"('bobol', 'rudas', 'thewy', 'cline', 'taira', 'ratty')"
warty,"('cloff', 'ahuru', 'renay', 'vises', 'taira', 'ratty')"
waste,"('hyphy', 'troak', 'avise', 'cliff', 'taxed', 'saute')"
waste,"('boppy', 'elvan', 'arise', 'hulky', 'samek', 'saute')"
waste,"('flyby', 'axmen', 'togae', 'cippi', 'sared', 'saute')"
water,"('noily', 'afara', 'embar', 'nihil', 'tahrs', 'taker')"
water,"('hoody', 'tilak', 'tubar', 'diols', 'rasta', 'taper')"
water,"('colin', 'aggry', 'embar', 'kudzu', 'tahrs', 'taver')"
waver,"('fondu', 'riyal', 'escar', 'poulp', 'eagre', 'vaper')"
waver,"('smuts', 'vocab', 'eggar', 'mutch', 'vairy', 'vaper')"
waver,"('fully', 'andro', 'escar', 'immit', 'eagre', 'vaper')"
welch,"('zuzim', 'loves', 'caneh', 'gyppy', 'lethe', 'leach')"
welch,"('jugum', 'hooey', 'caneh', 'bifid', 'herls', 'letch')"
welch,"('fordo', 'hypes', 'caneh', 'kibbi', 'lethe', 'leuch')"
widen,"('champ', 'exude', 'drown', 'lymph', 'eilds', 'dizen')"
widen,"('scurs', 'eejit', 'eloin', 'gyppy', 'divna', 'dizen')"
widen,"('outby', 'imids', 'elfin', 'yucko', 'divna', 'dizen')"
wider,"('mamba', 'epode', 'eyrir', 'chuff', 'rinds', 'diker')"
wider,"('bluff', 'doorn', 'eyrir', 'phpht', 'riads', 'dimer')"
wider,"('gulch', 'inorb', 'eyrir', 'xoana', 'riads', 'direr')"
wince,"('jugum', 'chynd', 'crone', 'papal', 'cites', 'niece')"
wince,"('huggy', 'noses', 'cerne', 'taata', 'cimex', 'niece')"
wince,"('ghyll', 'naves', 'imine', 'putto', 'nixed', 'niece')"
wispy,"('drunk', 'shaws', 'poesy', 'knurl', 'sibyl', 'sippy')"
wispy,"('mutch', 'sakis', 'poesy', 'kevel', 'sibyl', 'sippy')"
wispy,"('durum', 'pease', 'potsy', 'javel', 'sibyl', 'sippy')"
woken,"('lippy', 'kazoo', 'ergon', 'butut', 'nooks', 'kohen')"
woken,"('dilli', 'kapok', 'ergon', 'fubby', 'nooks', 'kohen')"
woken,"('fuddy', 'nicol', 'ergon', 'iambi', 'koans', 'kohen')"
women,"('xylyl', 'ering', 'mason', 'daals', 'mound', 'moten')"
women,"('xylyl', 'eigne', 'mason', 'staph', 'mound', 'moten')"
women,"('fubby', 'exeme', 'eikon', 'papal', 'morns', 'moten')"
worse,"('chich', 'salet', 'spyre', 'qanat', 'sokes', 'rouse')"
worse,"('plant', 'riley', 'spare', 'hutia', 'sones', 'rouse')"
worse,"('tutty', 'obied', 'snare', 'lupin', 'romeo', 'roose')"
worst,"('gabby', 'silos', 'sturt', 'bally', 'roate', 'royst')"
worst,"('japan', 'smerk', 'shirt', 'ahind', 'rooty', 'roust')"
worst,"('plumb', 'synod', 'shirt', 'caeca', 'route', 'roast')"
wreck,"('xylyl', 'robed', 'chawk', 'fondu', 'crues', 'erick')"
wreck,"('gynny', 'ruler', 'chark', 'aquas', 'crows', 'erick')"
wreck,"('flyby', 'ruder', 'chawk', 'fitna', 'crows', 'erick')"
write,"('culch', 'egers', 'tozie', 'knoll', 'tryer', 'irate')"
write,"('gyppy', 'elfin', 'rudie', 'susus', 'trois', 'irate')"
write,"('ghyll', 'robed', 'revie', 'baffs', 'trues', 'irate')"
wrote,"('lymph', 'ruder', 'titre', 'kisan', 'ergos', 'orate')"
wrote,"('clump', 'oozes', 'titre', 'psalm', 'tryer', 'orate')"
wrote,"('pulli', 'rykes', 'ombre', 'bingy', 'order', 'orate')"
zesty,"('choof', 'tubed', 'samey', 'gonia', 'terse', 'seity')"
zesty,"('frump', 'tacet', 'towsy', 'wilja', 'tense', 'seity')"
zesty,"('jnana', 'shoyu', 'typey', 'murid', 'terse', 'seity')"
zonal,"('immix', 'accoy', 'nerol', 'phpht', 'loons', 'nodal')"
zonal,"('yucky', 'ample', 'argol', 'uptie', 'loins', 'nodal')"
zonal,"('huhus', 'amene', 'argol', 'purge', 'noily', 'nopal')"
